times_onestep,times_twostep,sizes_onestep,sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.44585029999143444,0.7840819999983069,18,18,6.850072248686119,6.850831787625087,1,1,75.86216719229985,0.0,0.011088042744573997,0.0
0.5027530000079423,0.8558714000100736,14,14,8.25320735540725,8.333372978939035,1,1,70.23695532330046,0.0,0.9713269045550307,0.0
0.43016640000860207,0.7236879999982193,13,13,8.601164693368936,8.606744027833678,1,1,68.23443206715997,0.0,0.06486719721856532,0.0
0.5322488000092562,0.910283499979414,13,13,9.117584647648728,9.118346981074714,1,1,71.02593748705182,0.0,0.008361133517767894,0.0
0.44434660000842996,0.6622529000160284,8,8,13.241614755272375,13.263562704294708,1,1,49.03971359372716,0.0,0.16574979281582403,0.0
0.47796540000126697,0.775370200019097,12,12,11.864590694442638,11.837370766726822,1,1,62.22308142326655,0.0,-0.22942154868069417,0.0
0.4369991999992635,0.644237799977418,8,8,12.528299734610483,12.531889524435368,1,1,47.4231074058039,0.0,0.028653447801598744,0.0
0.4715145999798551,0.7193314000032842,9,9,13.33169316204403,13.334578259770144,1,1,52.55760903989331,0.0,0.021640895053963216,0.0
0.6047605999920052,1.114090099988971,10,10,12.8782422775077,12.883920778314437,1,1,84.2200202863247,0.0,0.04409375661967358,0.0
0.4383228000078816,0.6975191999808885,7,7,13.50500991719586,13.50500991719586,1,1,59.13367955496411,0.0,0.0,0.0
0.43689690000610426,0.6265904000028968,8,8,13.561703485016077,13.562795947928308,1,1,43.418367123717786,0.0,0.008055499174112711,0.0
0.4844948999816552,0.8750847000046633,15,15,9.670863087187373,10.994409667770086,1,1,80.61793840096095,0.0,13.685919949960192,0.0
0.4880121999885887,0.7622865999874193,10,10,12.175223687872128,12.215944460983541,1,1,56.20236543374204,0.0,0.3344560572794718,0.0
0.38210430002072826,0.5434268999961205,6,6,13.447466648461795,13.449596137467543,1,1,42.21951963551335,0.0,0.01583561470287436,0.0
0.5526865000138059,0.9673884000221733,12,12,13.422165121921598,13.422859520842476,3,3,75.03383925570975,0.0,0.005173523902963612,0.0
0.4015069000015501,0.5576043000037316,6,6,13.246793295447027,13.292439428541027,1,1,38.87788727954087,0.0,0.34458251197811174,0.0
0.48631120001664385,0.7208230999822263,9,9,13.718969871951117,13.709280584205937,1,1,48.22259901839734,0.0,-0.07062693362269477,0.0
0.510056800005259,0.7710154000087641,12,12,12.078394658453332,12.08860120476549,1,1,51.16265482605359,0.0,0.08450250716898922,0.0
0.44916659998125397,0.6649688000034075,8,8,12.262214140191043,12.26353704696881,1,1,48.04502383551228,0.0,0.010788482101544627,0.0
0.5149742999929003,0.8533406000060495,11,11,12.557234425852114,12.556391512424433,1,1,65.7054730726978,0.0,-0.006712572204157247,0.0
0.448680899979081,0.7448267999861855,10,10,12.506180990831327,12.71358173725203,1,1,66.00367878840214,0.0,1.658385933905441,0.0
0.5135628999851178,0.8561866999953054,9,9,12.382568644379802,12.371394869995633,1,1,66.71506061285116,0.0,-0.09023793612676814,0.0
0.5100344000093173,0.8321958000015002,10,10,12.618077610432694,12.654602712321887,1,1,63.16464144110625,0.0,0.28946645453340747,0.0
0.43268869997700676,0.6415852999780327,7,7,13.132407079295296,13.22498983761652,1,1,48.27872787344037,0.0,0.7049945814365587,0.0
0.5001081000082195,0.8415262999769766,14,14,11.441081079664999,11.465252216581003,1,1,68.26888026071678,0.0,0.21126619720373876,0.0
0.4414374000043608,0.6917950000206474,8,8,13.467859533643425,13.46880767930767,1,1,56.714179635394146,0.0,0.007040062022297419,0.0
0.5095115000149235,0.8055344000167679,10,10,12.255059176768892,12.255121003141534,1,1,58.09935595039051,0.0,0.0005044967286584798,0.0
0.4999494999938179,0.8426266000024043,10,10,12.582812257181644,12.578292408584208,1,1,68.54234277918546,0.0,-0.03592081408396071,0.0
0.5683834000083152,0.8459583000221755,11,11,12.986251741223656,12.98615391554045,1,1,48.83585622131109,0.0,-0.0007533019161723197,0.0
0.612077900004806,0.6564729000092484,8,8,12.966585601079906,12.974085942305292,1,1,7.253161730572828,0.0,0.05784361015409756,0.0
0.5185206000169273,1.0103441999817733,9,9,13.00680885382929,13.016217378115973,1,1,94.85131351556527,0.0,0.07233537751201746,0.0
0.4942078999883961,0.8043365000048652,10,10,12.041927082532819,12.039976760609578,1,1,62.75265936132362,0.0,-0.016196094776805708,0.0
0.5305974000075366,0.8235296000202652,10,10,13.413270685363301,13.412844834478934,1,1,55.20799762844065,0.0,-0.003174847465294202,0.0
0.4906891999999061,0.9761679999937769,11,11,11.30967114591457,11.302294312366588,1,1,98.93814658932043,0.0,-0.06522588900072779,0.0
0.495416199992178,0.8324342000123579,10,10,12.948629260548095,12.963421036100335,1,1,68.02724659094737,0.0,0.11423429657768942,0.0
0.5234073000028729,0.7622704000095837,9,9,12.865059641228262,12.864274359609222,2,2,45.63618046698998,0.0,-0.00610398739639816,0.0
0.4129551000078209,0.5819205000007059,6,6,13.811243397105155,13.820009125687493,1,1,40.91616739681507,0.0,0.06346806243509712,0.0
0.5224805000179913,0.799862599989865,10,10,12.717484424535428,12.716844725865943,1,1,53.08946457567741,0.0,-0.005030072364393036,0.0
0.5536094999988563,0.8978226000035647,16,16,9.030347601419237,10.658694083838672,1,1,62.176154853812925,0.0,18.03193580459205,0.0
0.5023578999971505,0.772209999995539,10,10,13.076460964123617,13.096836115538368,1,1,53.71710089558044,0.0,0.15581548762047703,0.0
