coverage_anchors,coverage_twostep,coverage_relative_%
52,19,-63.46153846153846
44,58,31.818181818181817
49,66,34.69387755102041
12,4,-66.66666666666666
17,5,-70.58823529411765
16,5,-68.75
77,44,-42.857142857142854
62,43,-30.64516129032258
76,41,-46.05263157894737
6,3,-50.0
38,44,15.789473684210526
66,47,-28.78787878787879
13,1,-92.3076923076923
31,50,61.29032258064516
65,34,-47.69230769230769
61,23,-62.295081967213115
37,11,-70.27027027027027
25,7,-72.0
18,4,-77.77777777777779
21,35,66.66666666666666
60,31,-48.333333333333336
20,8,-60.0
9,8,-11.11111111111111
19,7,-63.1578947368421
23,10,-56.52173913043478
13,6,-53.84615384615385
21,8,-61.904761904761905
25,7,-72.0
11,5,-54.54545454545454
22,8,-63.63636363636363
58,40,-31.03448275862069
64,37,-42.1875
17,7,-58.82352941176471
11,7,-36.36363636363637
61,44,-27.86885245901639
34,51,50.0
5,5,0.0
4,10,150.0
32,9,-71.875
15,13,-13.333333333333334
59,31,-47.45762711864407
14,5,-64.28571428571429
2,2,0.0
16,5,-68.75
30,47,56.666666666666664
33,48,45.45454545454545
44,63,43.18181818181818
73,51,-30.136986301369863
65,41,-36.92307692307693
9,10,11.11111111111111
63,41,-34.92063492063492
53,8,-84.90566037735849
13,8,-38.46153846153847
56,26,-53.57142857142857
41,56,36.58536585365854
12,7,-41.66666666666667
66,27,-59.09090909090909
32,47,46.875
41,63,53.65853658536586
36,53,47.22222222222222
51,16,-68.62745098039215
14,5,-64.28571428571429
60,29,-51.66666666666667
26,13,-50.0
37,47,27.027027027027028
63,9,-85.71428571428571
59,35,-40.67796610169492
52,18,-65.38461538461539
61,22,-63.934426229508205
4,3,-25.0
27,6,-77.77777777777779
7,5,-28.57142857142857
19,4,-78.94736842105263
11,8,-27.27272727272727
36,47,30.555555555555557
74,48,-35.13513513513514
37,48,29.72972972972973
34,47,38.23529411764706
53,18,-66.0377358490566
36,47,30.555555555555557
30,6,-80.0
65,36,-44.61538461538462
20,6,-70.0
20,9,-55.00000000000001
3,9,200.0
66,25,-62.121212121212125
26,15,-42.30769230769231
14,8,-42.857142857142854
34,10,-70.58823529411765
4,1,-75.0
29,41,41.37931034482759
14,7,-50.0
8,3,-62.5
56,20,-64.28571428571429
37,45,21.62162162162162
59,24,-59.32203389830508
32,49,53.125
9,5,-44.44444444444444
75,50,-33.33333333333333
22,4,-81.81818181818183
15,6,-60.0
73,39,-46.57534246575342
19,7,-63.1578947368421
33,56,69.6969696969697
76,40,-47.368421052631575
42,63,50.0
73,45,-38.35616438356164
3,6,100.0
66,31,-53.03030303030303
17,10,-41.17647058823529
36,47,30.555555555555557
33,10,-69.6969696969697
48,55,14.583333333333334
65,42,-35.38461538461539
59,30,-49.152542372881356
64,27,-57.8125
62,33,-46.774193548387096
26,2,-92.3076923076923
61,24,-60.65573770491803
25,8,-68.0
16,8,-50.0
6,5,-16.666666666666664
10,8,-20.0
60,17,-71.66666666666667
69,39,-43.47826086956522
32,46,43.75
24,10,-58.333333333333336
31,39,25.806451612903224
76,58,-23.684210526315788
21,4,-80.95238095238095
57,16,-71.9298245614035
31,43,38.70967741935484
8,5,-37.5
3,3,0.0
63,26,-58.730158730158735
12,6,-50.0
20,21,5.0
8,1,-87.5
67,40,-40.298507462686565
56,26,-53.57142857142857
17,5,-70.58823529411765
5,6,20.0
50,23,-54.0
1,7,600.0
41,59,43.90243902439025
24,3,-87.5
33,44,33.33333333333333
11,8,-27.27272727272727
66,23,-65.15151515151516
17,5,-70.58823529411765
34,7,-79.41176470588235
21,8,-61.904761904761905
6,7,16.666666666666664
68,37,-45.588235294117645
52,15,-71.15384615384616
6,7,16.666666666666664
