Metric,ONESTEP_MEAN,ONESTEP_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%
Coverage,22.97345132743363,18.04883256930729,47.283185840707965,22.656132431486927,105.8166409861325,25.526858008614482,759.2655296313064,1715.5083703785854
