times_onestep,times_twostep,feature_sizes_onestep,feature_sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.03481650000321679,0.03810209999937797,5,5,6.054592586724413,6.057677642143217,5,5,9.436904903874934,0.0,0.05095397212305673,0.0
0.023099799996998627,0.030425400000240188,3,3,5.367878712393832,5.409176025222551,1,1,31.71282870065274,0.0,0.7693413924082849,0.0
0.020486600005824585,0.024994700004754122,2,2,6.355779959519179,6.374497165336729,6,6,22.005115527456148,0.0,0.29449109215175195,0.0
0.024440400004095864,0.02962390000175219,3,3,6.060940921665386,6.080122939839093,2,2,21.20873634141686,0.0,0.3164858133683323,0.0
0.023181799995654728,0.02982270000211429,3,3,6.220253555964416,6.232409521169489,2,2,28.647042109345914,0.0,0.19542555774783688,0.0
0.025337799997942057,0.03312780000123894,4,4,5.548257684300106,5.579852175625467,2,2,30.744579260747134,0.0,0.5694488814887569,0.0
0.030868200003169477,0.04108540000015637,6,6,4.585174954975975,4.583041656338142,1,1,33.09943565202316,0.0,-0.046526003015831915,0.0
0.02230569999665022,0.02910390000033658,3,3,6.187708926755166,6.198889280677227,1,1,30.47741162441568,0.0,0.1806864875902289,0.0
0.03130119999696035,0.048959699997794814,7,7,4.620379298980564,4.581232183180114,1,1,56.41477004890956,0.0,-0.847270608477692,0.0
0.024928400001954287,0.033336400003463496,4,4,5.468466883535975,5.506212983377859,1,1,33.72859871010596,0.0,0.6902501312667073,0.0
0.030665999998745974,0.04095450000022538,6,6,4.285621094428299,4.349457391422227,1,1,33.55018587980217,0.0,1.4895459861563916,0.0
0.024525699998775963,0.034537499996076804,4,4,5.9977249071759005,6.026445368341895,5,6,40.82166868958078,0.0,0.47885592638021646,20.0
0.020721499997307546,0.024350899999262765,2,2,6.3014088977857305,6.327920371658584,5,6,17.51514129009389,0.0,0.42072295740352716,20.0
0.02653670000290731,0.0331097000016598,4,4,5.373468809975254,5.466804769481556,1,1,24.769470197998878,0.0,1.7369777848721062,0.0
0.030682900003739633,0.041863499995088205,6,6,4.648146825228002,4.648500840861168,1,1,36.43918922261547,0.0,0.007616274753718674,0.0
0.028715699998429045,0.0437584000028437,6,6,5.344445006832007,5.344597077281545,3,3,52.38493230266926,0.0,0.0028453927272764816,0.0
0.022614499997871462,0.028879100005724467,3,3,5.980917165143117,6.043000083239711,5,4,27.70169585196509,0.0,1.0380166851066717,-20.0
0.024575399998866487,0.02937930000189226,3,3,5.376501640949872,5.420301186163536,1,1,19.547596390078485,0.0,0.8146476675477448,0.0
0.02094550000037998,0.026580800004012417,2,2,6.291880194152341,6.316116564978321,4,6,26.904585727388724,0.0,0.38520076794381863,50.0
0.024973299994599074,0.032736300003307406,4,4,5.396778447085779,5.412238297823453,1,1,31.085199034117316,0.0,0.28646443223961104,0.0
0.02667199999996228,0.03414219999831403,4,4,5.118616383152271,5.122043916991824,1,1,28.00764846416583,0.0,0.06696211598968217,0.0
0.022346999998262618,0.028652699998929165,3,3,5.853852723601243,5.855914608430606,4,4,28.217210368983704,0.0,0.03522269737074161,0.0
0.027123400002892595,0.04032010000082664,5,5,4.075710124203426,4.280132169131788,1,1,48.6542984895945,0.0,5.0156178604167705,0.0
0.021103699997183867,0.025016300001880154,2,2,6.268877413422899,6.302832005891437,2,6,18.539876918352682,0.0,0.5416375250189829,200.0
0.026958900001773145,0.03330129999812925,4,4,5.03826053025794,5.078452974774457,1,1,23.526182433033078,0.0,0.7977444650814723,0.0
0.020266499996068887,0.026148600001761224,2,2,6.260134382088083,6.274654864445415,1,2,29.023758452783134,0.0,0.2319516079220108,100.0
0.022708299999067094,0.028863200001069345,3,3,6.234167954968255,6.234167954968255,4,4,27.104186584883532,0.0,0.0,0.0
0.02247410000563832,0.024684400006663054,2,2,6.308959099666207,6.357776311004892,6,6,9.834876593368422,0.0,0.7737759996140819,0.0
0.02414610000414541,0.03263460000016494,4,4,6.193066324856114,6.228618937673651,3,3,35.15474546432848,0.0,0.5740712427839582,0.0
0.026511699994443916,0.039027599996188655,5,5,4.518236524103903,4.651453850885272,1,1,47.20896813243854,0.0,2.9484363217967915,0.0
0.028637100003834348,0.03694280000490835,5,5,4.97521412544042,4.999744174705829,1,1,29.003285947117252,0.0,0.4930450960889559,0.0
0.02244109999446664,0.028986500001337845,3,3,6.513493881325999,6.519723777492609,2,2,29.16701947981659,0.0,0.0956459970657309,0.0
0.02522500000486616,0.03498549999494571,4,4,5.768598110393491,5.787610343828884,1,1,38.693756147459474,0.0,0.3295815217416288,0.0
0.020939499998348765,0.02507020000484772,2,2,6.2955888588753,6.315845455439203,5,6,19.726832096395288,0.0,0.3217585680701807,20.0
0.028638899995712563,0.03699190000043018,5,5,5.534911981352784,5.57196131891337,3,3,29.166623040578077,0.0,0.6693753701125895,0.0
0.02649270000256365,0.03305209999962244,4,4,5.154457264763354,5.1926318102542055,1,1,24.759273295753353,0.0,0.7406123192022223,0.0
0.024652400003105868,0.03479840000363765,4,4,5.434766637636531,5.431472608715022,4,4,41.156236306621366,0.0,-0.06061031026976352,0.0
0.026690800004871562,0.0374967999960063,5,5,5.686940042136702,5.700899218291047,2,2,40.485860255827646,0.0,0.24546023082565172,0.0
0.03296330000011949,0.045580300000438,7,7,4.733364621640677,4.689341025634886,2,2,38.27590077532522,0.0,-0.9300698240004001,0.0
0.022119900000689086,0.030469000004814006,3,3,5.827890911509066,5.827890911509066,1,1,37.744745698962596,0.0,0.0,0.0
