times_onestep,times_twostep,feature_sizes_onestep,feature_sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.054043399999955,0.027115800000046875,3,3,1.9625447427248721,1.9001324528476324,20,29,-49.82588068095373,0.0,-3.18017156595289,45.0
0.01747079999995549,0.02333920000000944,3,3,1.9987055677909167,1.927045983318898,1,28,33.58976120194212,0.0,-3.5852996872981624,2700.0
0.01710400000001755,0.023325699999986682,3,3,1.9908081979455663,1.9231195991381813,2,24,36.37570159005349,0.0,-3.400056262438385,1100.0
0.019522700000152327,0.02311450000001969,3,3,1.9487456175305955,1.9005532130050342,16,29,18.398069938273583,0.0,-2.4729961721032407,81.25
0.01658499999984997,0.022914599999921847,3,3,1.9487456175305955,1.9248657019655047,16,28,38.16460657298243,0.0,-1.2253993209924907,75.0
0.016992100000152277,0.023270500000080574,3,3,1.920482162309901,1.8872910622986738,28,34,36.948935092613816,0.0,-1.7282691119247868,21.428571428571427
0.018357299999934185,0.02246999999988475,3,3,1.9697769077380811,1.9191301527597489,12,24,22.403621447409527,0.0,-2.571192442117242,100.0
0.01653319999991254,0.02502809999987221,3,3,1.9487456175305955,1.9054157107971286,16,29,51.38085791017231,0.0,-2.223476801881077,81.25
0.01684330000011869,0.022507200000063676,3,3,1.9415134525173865,1.8815555130929178,25,32,33.627020832646075,0.0,-3.088206231418413,28.000000000000004
0.016451700000061464,0.023435700000163706,3,3,1.9697769077380811,1.9142676549676547,12,24,42.45153996289836,0.0,-2.8180476962829437,100.0
0.017820799999981318,0.023160400000051595,3,3,1.97700907275129,1.9332653548797716,4,23,29.962740169217287,0.0,-2.212620997770268,475.0
0.01654099999996106,0.024491300000136107,3,3,1.8915535022570653,1.8502002449869603,35,26,48.06420410007717,0.0,-2.1862060587110475,-25.71428571428571
0.016236299999945913,0.023745299999973213,3,3,1.9697769077380811,1.923992650551843,12,24,46.24822157789838,0.0,-2.324337187951541,100.0
0.016973799999959738,0.02349529999992228,3,3,1.9835760329323573,1.943021881562817,4,4,38.42097821335242,0.0,-2.044496943713736,0.0
0.017584299999953146,0.02484269999990829,3,3,1.97700907275129,1.9332653548797716,4,23,41.27773070281152,0.0,-2.212620997770268,475.0
0.01694109999993998,0.02365319999989879,3,3,1.920482162309901,1.838666084377733,28,25,39.62021356336123,0.0,-4.260184215080765,-10.714285714285714
0.016507799999999406,0.023125100000015664,3,3,1.955312577711663,1.9297597308564567,23,24,40.08589878733989,0.0,-1.3068420439002726,4.3478260869565215
0.018736900000021706,0.02299570000013773,3,3,1.871187416881721,1.8505894740455044,30,27,22.72948033085031,0.0,-1.1007952838066055,-10.0
0.016371899999967354,0.024135300000125426,3,3,1.9697769077380811,1.9094051571755606,12,29,47.41905337910415,0.0,-3.064902950448645,141.66666666666669
0.01632419999987178,0.0226662000000033,3,3,1.9132499972966919,1.8828808557628394,32,34,38.85029588084766,0.0,-1.5873064981974279,6.25
0.016398799999933544,0.02264289999993707,3,3,1.9480804126984541,1.9058995331522461,24,24,38.076566578218106,0.0,-2.1652535116750955,0.0
0.018523299999969822,0.02494939999996859,3,3,1.9697769077380811,1.8802301704229962,12,26,34.6919825301606,0.0,-4.5460344754428315,116.66666666666667
0.01645619999999326,0.022527399999944464,3,3,1.9559777825438043,1.9049634195408687,5,29,36.893085888319845,0.0,-2.608125892748638,480.0
0.01663320000011481,0.022659100000055332,3,3,1.9625447427248721,1.9098574484318205,20,24,36.22814611679608,0.0,-2.6846416871952985,20.0
0.018192499999940992,0.022829300000012154,3,3,1.9697769077380811,1.9288551483439371,12,24,25.487426137618257,0.0,-2.0774819337858395,100.0
0.016387099999974453,0.024413600000116276,3,3,1.955312577711663,1.9248972330643626,23,24,48.98060059531178,0.0,-1.5555233978444487,4.3478260869565215
0.016773000000057436,0.022537800000009156,3,3,1.9625447427248721,1.9001324528476324,20,29,34.36952244638395,0.0,-3.18017156595289,45.0
0.01634939999985363,0.022690700000111974,3,3,1.9625447427248721,1.929307439600197,20,24,38.78613282637353,0.0,-1.6935819296800925,20.0
0.018236399999977948,0.024315999999998894,3,3,1.8849865420759977,1.8696187050564785,35,32,33.33772016422264,0.0,-0.8152756890557986,-8.571428571428571
0.01611389999993662,0.022766100000126244,3,3,1.9625447427248721,1.9147199462239146,20,24,41.28237112192447,0.0,-2.436876747816497,20.0
0.016246399999999994,0.023291299999982584,3,3,1.906017832283483,1.8541581602665347,34,26,43.362837305388226,0.0,-2.720838763340347,-23.52941176470588
0.018481800000017756,0.023293700000067474,3,3,1.9835760329323573,1.8943969036418764,4,24,26.03588395094144,0.0,-4.495876528546563,500.0
0.01741970000011861,0.02487640000003921,3,3,1.9625447427248721,1.9147199462239146,20,24,42.80613328513022,0.0,-2.436876747816497,20.0
0.016466799999989234,0.022720299999946292,3,3,1.9908081979455663,1.9522945858907457,2,4,37.976413146216295,0.0,-1.9345717028172333,100.0
0.01723679999986416,0.022621299999855182,3,3,1.920482162309901,1.8727035689223914,28,32,31.238396918415575,0.0,-2.4878436428715873,14.285714285714285
0.01839350000000195,0.022745399999848814,3,3,1.8473068548414973,1.7101678200451889,6,29,23.659988582088253,0.0,-7.423727922455807,383.33333333333337
0.016622600000118837,0.024378200000001016,3,3,1.955312577711663,1.9103097396880802,23,24,46.65696100385459,0.0,-2.301567459676977,4.3478260869565215
0.016265699999848948,0.02272979999997915,3,3,1.9842412377644987,1.898775579078853,2,29,39.740681312149064,0.0,-4.307221171450589,1350.0
