Metric,ONESTEP_MEAN,ONESTEP_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%
Coverage,30.68141592920354,16.78825204852197,63.424778761061944,23.162299742811204,106.72050764349581,37.9673099728712,597.9998428809332,1876.8397228343142
