times_onestep,times_twostep,feature_sizes_onestep,feature_sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep
0.016625000000203727,0.022579500000574626,3,3,2.765740323869938,2.7157686768542177,65,59
0.014459000001806999,0.018831899997167056,2,2,2.888134621311979,2.8834326561200605,19,27
0.01870489999782876,0.023522500003309688,3,3,2.7085482085964077,2.673231452486887,61,36
0.014604699998017168,0.02123840000058408,2,2,2.8812959943166745,2.8788653410631673,34,35
0.015005099998234073,0.018860799998947186,2,2,2.8767369096531383,2.875820464358571,37,37
0.01487249999991036,0.019148200000927318,2,2,2.8972527906390515,2.8900169442176478,3,14
0.019076399999903515,0.02261260000159382,3,3,2.822267234311327,2.771563360202104,62,64
0.015159300000959774,0.020827700001973426,2,2,2.8790164519849064,2.8768483680224737,35,35
0.01485799999863957,0.019187999998393934,2,2,2.888134621311979,2.8816193622626094,19,27
0.01870520000011311,0.023131900001317263,3,3,2.836731564337745,2.77673228850319,58,64
0.014666099999885773,0.020651399998314446,2,2,2.8812959943166745,2.8778762716863757,34,35
0.017150099996797508,0.023358700000244426,3,3,2.7230125386228257,2.669796328605541,63,36
0.017183700001623947,0.022824399999080924,3,3,2.865660224390581,2.804278249470225,46,60
