times_onestep,times_twostep,feature_sizes_onestep,feature_sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.19171719998121262,0.31622469998546876,53,53,32.66676452289319,32.66676452289319,1,1,64.94331234571405,0.0,0.0,0.0
0.19031050000921823,0.3215998999949079,56,56,32.1017114019618,32.11392373838473,1,1,68.98694500793718,0.0,0.038042633521963624,0.0
0.16892600001301616,0.2714072000235319,47,47,34.848134025946734,34.84884134794675,1,1,60.66632726911152,0.0,0.0020297270421749066,0.0
0.1824854000005871,0.30087999999523163,53,53,33.56381144878183,33.57014759509219,1,1,64.87894373701327,0.0,0.018877910573503583,0.0
0.16305629999260418,0.2645540999947116,43,43,34.53315829639636,34.532459132225256,1,1,62.24708889304558,0.0,-0.0020246169351253785,0.0
0.170620399992913,0.278550399991218,47,47,33.73907284256005,33.742567816075216,1,1,63.25738305782195,0.0,0.010358830936095876,0.0
0.17215279999072663,0.29250410001259297,48,48,34.60101580476147,34.60041263648297,1,1,69.90958034278229,0.0,-0.0017432097424493682,0.0
0.18566519999876618,0.34069569999701343,54,54,32.94099402441916,32.954105409193474,1,1,83.5000312386368,0.0,0.039802638513557954,0.0
0.1836057000036817,0.3396509999874979,54,54,32.69023796982025,32.69591123948321,1,1,84.98935489512971,0.0,0.017354629440734737,0.0
0.1788795000175014,0.34438580001005903,50,50,33.482527552597155,33.487842343442296,1,1,92.52390574457365,0.0,0.015873326279779297,0.0
0.17379719999735244,0.2968895999947563,47,47,34.88738909224919,34.88738909224919,1,1,70.82530673640254,0.0,0.0,0.0
0.1737907000060659,0.29076280002482235,49,49,33.43528976139136,33.436838771726514,1,1,67.30630581191845,0.0,0.004632860508188419,0.0
0.18802959998720326,0.319636799977161,56,56,33.19163142287445,33.194335220179674,1,1,69.99280964215981,0.0,0.00814602111832237,0.0
0.18543360001058318,0.29639589998987503,53,53,33.78298588835058,33.785695024779706,1,1,59.8393710594838,0.0,0.008019233226093775,0.0
0.18569959999877028,0.3083184999995865,55,55,34.515691199803,34.5147214252914,1,1,66.03078305049026,0.0,-0.002809662729884387,0.0
0.18332640000153333,0.2892654000024777,51,51,33.45243742451459,33.45949409860164,1,1,57.787094493787194,0.0,0.021094648493011948,0.0
0.19074160000309348,0.3258229000202846,56,56,33.26869609686785,33.27185961944154,1,1,70.81900330866488,0.0,0.00950900679871037,0.0
0.22059040001477115,0.30576180000207387,55,55,33.93825738475176,33.938257384751765,1,1,38.610655759089916,0.0,2.093633528984144e-14,0.0
0.18934389998321421,0.31735399999888614,56,56,32.05037408327705,32.0526576134612,1,1,67.60719517608982,0.0,0.007124816010626662,0.0
0.1829278999939561,0.2984326999867335,53,53,31.89481636807085,31.903334671684295,1,1,63.14225440547542,0.0,0.026707485991276748,0.0
0.18801559999701567,0.30375250001088716,54,54,34.07824614483458,34.079495337098024,1,1,61.55707293209104,0.0,0.0036656589019714992,0.0
0.17138040001736954,0.2734758000005968,47,47,35.757357526477925,35.763725834373936,1,1,59.57238982572092,0.0,0.017809783318846757,0.0
0.17882709999685176,0.3376630999846384,51,51,32.992337601111345,32.998255677557296,1,1,88.82098965457861,0.0,0.017937730019323833,0.0
0.1802179999940563,0.3213089999917429,52,52,33.82485494655879,33.82760855138096,1,1,78.28907212505958,0.0,0.0081407734830654,0.0
0.16808570001740009,0.2858206999953836,46,46,35.701139845173195,35.71855610981173,1,1,70.04462602457896,0.0,0.04878349742911292,0.0
0.1854616999917198,0.2936604999995325,53,53,33.62222294665506,33.622222946655036,1,1,58.340239527969054,0.0,-6.339938351673941e-14,0.0
0.1810270000132732,0.2966504000069108,50,50,35.23887645173783,35.23887645173783,1,1,63.870803794549914,0.0,0.0,0.0
0.18656979998922907,0.2973127000150271,53,53,33.884144782757986,33.886138577587154,1,1,59.35735581653159,0.0,0.005884152726743572,0.0
0.17742330001783557,0.28221959999063984,50,50,32.20357890271259,32.209387425492906,1,1,59.065692027072856,0.0,0.01803688589352418,0.0
0.18946980001055636,0.316952700028196,56,56,32.54362156743732,32.54798576625526,1,1,67.28402099465819,0.0,0.013410304716379717,0.0
0.18517300000530668,0.34742029997869395,53,53,34.104102702394194,34.10875980753668,1,1,87.61930733354085,0.0,0.013655556878668183,0.0
0.18450850000954233,0.2861505000037141,52,52,33.212621502007714,33.212621502007714,1,1,55.08797697066265,0.0,0.0,0.0
0.1881662999803666,0.3230452999996487,56,56,33.06830268084,33.07032078632608,1,1,71.68074199968616,0.0,0.006102839645438622,0.0
0.18110999997588806,0.30106130000785924,52,52,34.34415389431933,34.34533128148068,1,1,66.23118549386605,0.0,0.0034282025551672425,0.0
0.17731960001401603,0.28792500001145527,48,48,34.585195299776,34.590533133524985,1,1,62.37629680458142,0.0,0.015433869037667275,0.0
0.18040230000042357,0.3237871000019368,52,52,35.10043193390394,35.10634659683911,1,1,79.48058311960355,0.0,0.016850684191882237,0.0
0.1880040999967605,0.36421270002028905,55,55,31.852312087256024,31.869344819727875,1,1,93.72593471449018,0.0,0.053474085099980515,0.0
0.19543629998224787,0.38901569999870844,59,59,31.67764302270693,31.679962735151726,1,1,99.04986946337196,0.0,0.007322869454434712,0.0
0.16755290000583045,0.3619995999906678,45,45,36.27954427346469,36.284521084570606,1,1,116.05093076757909,0.0,0.013717953754891876,0.0
0.1933707999996841,0.428080100013176,58,58,31.50852965298549,31.513290194162458,1,1,121.37783988786069,0.0,0.015108737949364346,0.0
