Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,38.54814814814815,18.23700695006093,1.0098765432098766,0.09888881182469525,-97.38022034332565,-99.45775744838235,-95.78166890595799,9.72194084897078,0.40715393890104157
