Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,7.775577557755776,5.849808683206948,4.8283828382838285,4.361955199261627,-37.903225806451616,-25.43422468185163,-9.40608702356649,121.00470984608371,4.772638397233408
