Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,30.65597147950089,27.29336897834591,6.607843137254902,4.102459044799017,-78.44516804279567,-84.9690265498047,-61.22435884800739,40.60967585555955,9.010430702945234
