Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,27.28755364806867,22.121953625590738,15.540772532188841,13.219809342794866,-43.04812834224599,-40.24122115732964,-35.29128835129442,33.183107997766506,10.632439037750196
