Metric,ONESTEP_MEAN,ONESTEP_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%
Time,0.4529387343274395,0.06233898097948294,0.7060240074645106,0.09291247243514107,55.876270664480224,49.04393843993135,57.50950935310304,21.011744457120535
Size,9.85820895522388,1.1599857505212474,9.85820895522388,1.1599857505212474,0.0,0.0,0.0,0.0
Ranges_Sum,5.8719084144108935,1.1292243629154364,5.983612149672331,0.9243044208112102,1.902341238621731,-18.146964308772347,4.222383606004487,18.814433097799636
Coverage,1.0,0.0,1.0,0.0,0.0,nan,0.0,0.0
