times_onestep,times_twostep,sizes_onestep,sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.23626770000555553,0.33522580002318136,5,5,4.457276727639993,4.4833340114805065,18,18,41.88388849398329,0.0,0.5846009891853889,0.0
0.2350183999806177,0.32956809998722747,5,5,4.367550712664565,4.403935421656647,3,3,40.23076491645226,0.0,0.833068952962065,0.0
0.2060386999801267,0.2506833999941591,3,3,5.207661017008988,5.220795669163517,3,3,21.668113814705002,0.0,0.2522178788448357,0.0
0.23926319999736734,0.36592120002023876,6,6,4.095515388719312,4.14549644175356,8,13,52.93668229141174,0.0,1.2203849403646672,62.5
0.22983910000766627,0.31575700000394136,6,6,3.653896346486727,3.6610162409473936,6,6,37.38175967161779,0.0,0.19485759270409028,0.0
0.23681599998963065,0.3512746999913361,6,6,4.210400978843632,4.247211541015053,13,12,48.332333966757815,0.0,0.8742768766297239,-7.6923076923076925
0.23516769998241216,0.34463189999223687,6,6,3.7485200755338086,3.806357237899863,5,8,46.54729370488012,0.0,1.5429332430030591,60.0
0.2561801999981981,0.38082930000382476,7,7,3.7867817926509533,3.714848426459833,12,12,48.65680486099372,0.0,-1.8995910018032185,0.0
0.23379060000297613,0.3428563000052236,5,5,4.317166477700832,4.329089133752394,1,2,46.6510201868078,0.0,0.276168549745418,100.0
0.23368309999932535,0.342619899980491,6,6,4.263638839114853,4.27371047828035,12,10,46.6173206284409,0.0,0.2362216769651948,-16.666666666666664
0.2412927999976091,0.3796030000085011,6,6,4.015329891276298,4.089971641368224,13,16,57.32048366642621,0.0,1.8589194938650668,23.076923076923077
0.22124929999699816,0.3002926000044681,6,6,3.6581752394174085,3.653829145882235,1,1,35.72589834568624,0.0,-0.11880495741000896,0.0
0.21213739999802783,0.27265080000506714,4,4,4.40740671799814,4.388642405249179,1,1,28.52556880946117,0.0,-0.4257449777061595,0.0
0.24635719999787398,0.3489631000265945,6,6,4.112717216286052,4.1532332448031415,10,15,41.64923940912056,0.0,0.9851401491123415,50.0
0.28275070001836866,0.5297414000087883,7,7,4.020558327570941,3.922815059102666,16,18,87.35281644727108,0.0,-2.4310869412838008,12.5
0.23439949998282827,0.39988779998384416,6,6,4.1667571562598145,4.205267717974614,16,30,70.6009611851302,0.0,0.924233409113951,87.5
0.24873419999494217,0.3493118000042159,6,6,3.9696986985578135,3.973321585169452,9,9,40.43577441755855,0.0,0.09126351611910831,0.0
0.24427599998307414,0.35979539999971166,6,6,4.27740701217477,4.289417495987468,44,49,47.290523843784015,0.0,0.28078889332983803,11.363636363636363
0.2263941000273917,0.3010280000162311,5,5,4.3847017833988335,4.411917950002963,5,7,32.966362630390705,0.0,0.6207073581873777,40.0
0.24437840000609867,0.35024570001405664,6,6,3.995569085706128,4.034328603538643,5,8,43.32105456346222,0.0,0.9700625117752261,60.0
0.23654610000085086,0.36875039999722503,5,5,4.458770612036719,4.461094720167118,18,17,55.889443958661175,0.0,0.052124415732995054,-5.555555555555555
0.24095519998809323,0.33951550000347197,6,6,4.167651306218041,4.177408062257991,9,10,40.903993779859945,0.0,0.23410682235803212,11.11111111111111
0.2849168000102509,0.7376540000259411,6,6,4.064217141267905,4.1080934586255085,9,13,158.90154599497163,0.0,1.079576111032181,44.44444444444444
0.2346024000144098,0.5573815999960061,4,4,5.065739491273167,5.075568793581669,9,7,137.58563423126554,0.0,0.19403489511127928,-22.22222222222222
0.2364761000208091,0.4154809999745339,5,5,4.459307163748696,4.469784021101222,4,7,75.69682514976058,0.0,0.23494361271400394,75.0
0.27166050000232644,0.336658999993233,5,5,4.571937101295584,4.601529826152696,4,3,23.926371331257187,0.0,0.6472688534740836,-25.0
0.4307507000048645,0.5073674000159372,4,4,5.087639716354227,5.1185687883601245,8,7,17.786784794594052,0.0,0.6079257520235979,-12.5
0.27391489999718033,0.8764377000043169,5,5,4.356948995297383,4.373607167375628,7,8,219.9671503862473,0.0,0.38233571465317556,14.285714285714285
0.2543269999732729,0.36211449999245815,6,6,4.003361527973524,4.035081705157963,9,14,42.38146167355907,0.0,0.7923385625503374,55.55555555555556
0.22472190001280978,0.36713299999246374,5,5,4.448128450842185,4.466348932579226,8,14,63.37215018720299,0.0,0.40962130339538777,75.0
0.25127390000852756,0.3627470000064932,7,7,3.523614153829331,3.5521516465751315,19,21,44.36318296256894,0.0,0.8098926698539671,10.526315789473683
0.23851719999220222,0.325822100014193,6,6,3.8002032426564423,3.8064145546503316,12,12,36.60318837586765,0.0,0.16344683684727046,0.0
0.2403768000076525,0.34300910000456497,7,7,3.549524203223191,3.5545217474913136,5,5,42.69642494352414,0.0,0.14079476521344478,0.0
0.24082770000677556,0.3543802000058349,5,5,4.266638714851992,4.28396411298187,7,5,47.150929895466604,0.0,0.4060666788957077,-28.57142857142857
0.24970030001713894,0.3521677999815438,6,6,4.045262649844458,4.05713685977668,6,8,41.03619417252269,0.0,0.29353371981119974,33.33333333333333
0.23989419999998063,0.3571661000023596,6,6,4.235927482735967,4.267787186470509,31,37,48.884841735393536,0.0,0.7521305278333889,19.35483870967742
0.24517130001913756,0.3485849999997299,7,7,3.617167736295028,3.623499673362838,11,12,42.18018176373829,0.0,0.1750523483960952,9.090909090909092
0.2750948999891989,0.40813920000800863,7,7,4.071378827701553,3.8946180463023765,8,6,48.36305581238819,0.0,-4.341545920426285,-25.0
0.2500177000183612,0.36963339999783784,7,7,3.5412475948455047,3.5417783923770196,37,37,47.84289271147287,0.0,0.014988998009842002,0.0
