Metric,ONESTEP_MEAN,ONESTEP_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%
Coverage,20.32013201320132,19.66568329991459,28.217821782178216,21.245043977483366,38.86633100535975,8.031049079162354,270.403229043282,637.5302278932531
