Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE_MEAN%,ANCHORS_ERROR_RATE_STD%
Time,0.03252060962134951,0.02014186435009628,0.022910360350188425,0.004073979202598644,-29.55125805775805,-79.77357442296959,1.9857906563686853,62.32173847398802,,
Size,2.499514091350826,1.040132381612358,2.7259475218658893,0.46103487887526934,9.059097978227063,-55.67536526835194,39.97408487204406,83.39022598290198,,
Ranges_Sum,2.649853034985423,0.48380997751360094,2.4781580292841605,0.13389262228771034,-6.479416157591049,-72.32536977103861,-2.937699050358147,20.97797950837955,,
Coverage,130.26433430515064,88.47239416737563,49.59669582118562,36.07692931407201,-61.926112710941354,-59.222388346561274,-12.868302433997322,188.01163490756272,1.5094622980933827,6.85712265271549
