Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,25.08695652173913,21.619921600040517,1.1180124223602483,0.3921414687618533,-95.5434513493439,-98.1862030953844,-84.05176212415638,27.452195691989157,9.305378523660691
