Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,22.171641791044777,10.013815918261162,1.0970149253731343,0.2959780897768946,-95.05217098619994,-97.04430266950334,-93.6138798986454,5.067389938474715,4.942248681996193
