Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,50.64171122994652,17.978249086297225,31.684491978609625,5.632404823892103,-37.434002111932415,-68.6710046297832,-21.698100477884566,60.57454736015873,10.884992587075946
