Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,25.099009900990097,22.460602081965444,14.785478547854785,12.70132345506821,-41.0913872452334,-43.4506545785492,-14.195672091900338,92.26047498948834,1.0487428392803522
