Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE_MEAN%,ANCHORS_ERROR_RATE_STD%
Time,0.0497570336282261,0.037696955554610494,0.021890937168340653,0.004478590398022005,-56.00433632779428,-88.11949046778062,-18.398256588366298,66.59090258421801,,
Size,2.017699115044248,0.6515101705949013,2.5398230088495577,0.49841160496738834,25.877192982456148,-23.499029261157496,41.96165191740413,62.714030808116256,,
Ranges_Sum,2.879998761061947,0.4170731161900757,2.5228604076214287,0.4445530718750654,-12.400642606833271,6.58876216621597,-10.463146914940591,21.187384530370924,,
Coverage,27.82300884955752,15.442860760524528,35.04424778761062,15.350990501916439,25.954198473282457,-0.5949044029648383,125.2973568000605,258.3857229019015,0.11610751616854761,0.6293171154731734
