Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,19.011363636363637,16.156779924676677,1.0,0.0,-94.73998804542738,-100.0,-69.30232472374199,40.67211998398768,10.755216280700418
