Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,3.6025641025641026,5.504869041945302,1.0,0.0,-72.24199288256227,-100.0,-28.954462064577566,38.099698589510346,3.607770368606282
