Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,28.25170068027211,21.554500938623676,1.1700680272108843,0.539263161431467,-95.85841560317843,-97.49814127932251,-86.83522276992163,20.07556465884472,8.17037328875569
