Metric,ANCHORS_MEAN,ANCHORS_STD,TWOSTEP_MEAN,TWOSTEP_STD,MEAN_DIFF_%,STD_DIFF_%,POINTWISE_MEAN_%,POINTWISE_STD_%,ANCHORS_ERROR_RATE%
Coverage,23.749271137026238,14.177183381168408,13.593780369290574,5.082430357853702,-42.76127342663065,-64.15063400671879,-10.638919582011308,133.70637764590032,5.5191890497248215
