times_twostep,sizes_twostep,rsum_twostep,coverage_twostep
205.09485519999726,52,33.34106306730707,1
151.11213910000515,51,32.17924439285086,1
314.5007347999999,49,27.680782801764366,1
99.92548290000559,48,28.405545851558827,1
81.28143380000256,47,29.49938907516191,1
263.8318556000013,47,33.60432862684094,1
793.2155172999992,52,28.708903095630642,1
99.19085189999896,50,25.13981774371384,1
196.7652725999942,51,27.68414958838723,1
153.53087529999902,47,36.72904925120379,1
183.25948459999927,54,32.47176267780988,1
191.17671499999415,55,30.61660484761346,1
88.42072489999555,56,30.16737614357696,1
205.31908929999918,50,32.71510325161629,1
430.0806639000002,55,31.325885522895323,1
295.5637026999975,58,30.975427133971394,1
341.52138600000035,51,35.24815503522902,1
256.6292129000067,53,31.281970816730766,1
352.7407344000021,51,32.507354250128266,1
140.26585720000003,50,32.0754371251312,1
66.50540570000157,50,30.153977619869917,1
99.7333762000053,57,19.930588493589035,1
504.31786850000935,52,32.29832865421268,1
177.84743930000695,50,32.589309527048876,1
158.84941549999348,46,35.491495875804844,1
487.3779290000093,50,35.9616766265145,1
280.4409194000036,52,31.117938540871993,1
98.46256079999148,50,29.037424786915206,1
163.30987139999343,52,32.033721440109396,1
152.305228600002,48,25.931217854752315,1
124.19806490000337,53,33.85121447461597,1
352.00897239999904,50,34.63192382072081,1
219.6401804999914,51,36.73901160724892,1
456.9294052000041,45,35.48388084057248,1
223.68949570000404,48,36.46832427559049,1
145.10780150000937,53,24.655958093792535,1
158.66365309999674,55,27.959473892005295,1
301.1948498999991,56,26.044071362554796,1
177.56952760000422,43,30.707742909780634,1
255.23589250000077,54,30.392155734447662,1
335.7080525000056,54,31.572553337273337,1
91.12843070000235,52,22.74442247482806,1
302.25558250000176,51,31.33836494301147,1
17.973677999994834,53,24.047063037227005,1
320.62397190000047,52,33.34428792783825,1
247.08246210000652,57,32.8201196568127,1
472.758820300005,52,30.78294435262623,1
231.88377760000003,49,34.34036848400657,1
209.38191769999685,49,29.71552328564847,1
97.03799399999843,56,22.372387877368386,1
33.07912919999217,54,22.013713654620762,1
86.39632880000863,47,36.36037946057785,1
125.55985629999486,50,32.429422020111566,1
422.98880089999875,53,31.582796008348172,1
240.80366759999015,52,24.877998918792603,1
38.930721199998516,52,29.990194408617572,1
143.49434859999747,56,20.36098075307894,1
204.00137880000693,53,30.931438459755835,1
170.3505589999986,56,33.339021477520475,1
147.63407949999964,55,25.73937251986573,1
180.30324799999653,53,32.87213277750615,1
98.0961718000035,45,33.07254620795375,1
420.9522115,54,32.65484716836047,1
538.4327442000067,48,32.18884821180956,1
263.51006210000196,51,34.87814269701996,1
50.19750119998935,55,30.94172193801547,1
99.42305899999337,48,34.93997600454586,1
252.26148399998783,52,33.81303472803109,1
121.51427280000644,58,20.98917564496418,1
76.23282910000125,50,33.632267177763126,1
716.5035160999978,39,36.12019915126205,1
230.97102630000154,50,33.00281941714031,1
120.07236340000236,55,32.25094743311326,1
63.79127669999434,52,22.905552841003676,1
42.39438350001001,46,27.23486134041456,1
392.4911761000112,47,34.44105314714642,1
78.14819150000403,55,22.624931402102636,1
56.54700340000272,41,31.510795662917584,1
94.48806499999773,44,36.41896668780286,1
218.34883940000145,49,35.73784583650372,1
127.71749909999198,44,34.87866859831437,1
204.4194448000053,50,32.01180655608328,1
79.33727910000016,53,29.99751041409053,1
165.33348020000267,52,22.658996383893356,1
107.70492540000123,51,34.534202976247016,1
190.4326940000028,58,28.71246492744048,1
626.6181938999944,53,32.36648273280311,1
368.95952869999746,53,30.823320913058215,1
138.49125589999312,48,33.137003695655025,1
102.70398350000323,55,23.252424559346935,1
354.1467658000038,54,30.550190369564874,1
78.79325719999906,54,32.84584805054014,1
74.72388640001009,57,23.24236006669035,1
286.4237298999942,46,35.2745952021579,1
188.40484099999594,52,29.90265182127079,1
114.06534309999552,55,21.348769563923167,1
373.23103450000053,51,34.231792113464174,1
395.33932150001056,53,29.42935862041,1
434.36824609999894,51,34.86956584999537,1
568.6637018000038,56,30.95015041611804,1
102.49367099998926,50,30.92964791421091,1
49.551436199995806,54,25.920061824118342,1
44.42683509999188,54,27.782606254982703,1
36.32961860000796,57,26.131473169498943,1
29.19724929999211,54,27.865147347962928,1
45.08436470000015,57,27.501076450494892,1
201.47689179998997,52,19.96697386282679,1
111.77992820000509,56,28.18407120367281,1
232.5412226000044,50,25.522674508707905,1
173.6311759000091,47,30.532196137061895,1
28.928046299988637,59,25.144257185976656,1
25.906039600013173,49,22.019987711765296,1
52.177944600000046,48,29.936605939213333,1
181.33020080000279,48,30.139868010964573,1
51.69393430001219,55,28.88437347915091,1
205.71414269998786,53,27.436584206282074,1
185.18025799999305,50,29.892029672105277,1
114.18455439999525,51,22.11401045413284,1
277.6058983000112,48,30.82930463127835,1
328.679483800006,53,26.88010780308511,1
167.02953739999793,50,21.850895559538674,1
157.93640890000097,47,29.08231276033643,1
42.62555830000201,57,26.31715585712068,1
83.11311380000552,50,30.23107552455259,1
38.30861520000326,58,26.677832859563576,1
39.74841909999668,56,27.65950110132294,1
85.28768220001075,51,28.39167701494236,1
74.22714830000768,53,21.363974747196387,1
78.26261770000565,46,25.991305613588356,1
58.71492889999354,49,29.728478461045647,1
194.3267380000034,46,30.510800094539515,1
407.7693527999945,38,32.613787421078975,1
77.02603029999591,53,29.0309823813131,1
217.3524313999951,54,27.226252312274735,1
360.20796719999635,45,31.23299907501439,1
132.5731814000028,48,30.255998886524083,1
51.77302980000968,52,28.122211205602362,1
123.76627340000414,54,28.184547000792826,1
154.6858937999932,50,26.219661720754026,1
98.12438590000966,55,29.082081346623927,1
109.45890739999595,46,22.738372007287893,1
220.48450520000188,51,29.35396408789175,1
58.45993589999853,55,27.38403188406269,1
30.246254900004715,58,17.981106413957267,1
49.18931180000072,49,23.061107206402376,1
29.65788590000011,54,28.157645554863613,1
285.680678100005,48,29.831212785587425,1
77.61062229999516,44,30.95733067631764,1
53.74477960000513,48,28.792207562571082,1
58.25523280000198,55,26.24851113797477,1
270.0191446999961,50,30.007482076893222,1
289.6059821999952,49,27.822427722732844,1
393.494910399997,44,31.863573341064207,1
61.587347699998645,53,26.882737518308183,1
103.8016837999894,52,30.1464191418564,1
38.85683940000308,54,20.403434381947356,1
