times_twostep,sizes_twostep,rsum_twostep,coverage_twostep
137.20454580000296,53,31.38522543413286,1
143.94811960000152,56,34.906056324491466,1
78.5312898000011,55,22.797291043041657,1
110.22633329999735,53,32.528586343815284,1
52.32949220000228,45,31.320284120584223,1
272.407316300003,54,32.655147969659225,1
392.47247269999934,48,32.127015207166934,1
175.52539539999998,51,34.87830239503803,1
26.57274099999995,55,29.44981362476733,1
68.20138430000225,48,34.84738808540074,1
160.5870713999975,52,33.81492838776522,1
34.24274309999964,58,16.905491996560635,1
54.93747160000203,50,32.86190542601126,1
561.6490384999997,39,36.120257837345825,1
145.50598759999775,50,32.913283162197885,1
71.24616429999878,55,31.34687851145287,1
24.134094599998207,52,18.68028232254806,1
25.346364099998027,46,23.541244976699094,1
249.1534372999995,47,33.9243255795646,1
25.015225900002406,55,17.998922973666996,1
42.67018579999785,41,31.55807710031457,1
66.76359589999993,44,36.42077034039345,1
148.65231720000156,49,35.52375849715472,1
94.86438260000068,44,34.88207651755844,1
157.0507765000002,50,32.88731064568254,1
50.24539449999793,53,28.93075005547497,1
56.65091360000224,52,17.466064091873328,1
78.86865490000127,51,34.53504856413282,1
100.82533150000017,58,28.484322016972754,1
384.0967524000007,53,31.22590161715305,1
247.77940390000003,53,30.114781490374817,1
94.65468659999897,48,32.85678201681775,1
33.637178799999674,55,18.672396165188736,1
218.18643410000004,54,31.316691082284173,1
54.32969159999993,54,32.61876482234934,1
31.236325199999555,57,20.293805793767827,1
169.40879439999844,46,34.485566626231325,1
107.93422199999986,52,27.696359063833892,1
29.41550780000034,55,16.47535428071972,1
208.0325245999993,51,34.23074649547858,1
229.35305570000128,53,28.511233925103898,1
269.3545761999994,51,34.869624836337515,1
284.55252570000084,56,30.94335603673943,1
78.70682890000171,50,31.01105214499771,1
38.744000000002416,54,25.736982451671686,1
31.386361199998646,54,27.782779639202428,1
24.576355400000466,57,26.282205972733415,1
19.7843529999991,54,27.865592535717813,1
28.517939100001968,57,27.593209776659627,1
69.82299349999812,52,15.212278474938717,1
79.87075249999907,56,27.912705884270082,1
229.10205589999896,50,28.298922630294516,1
111.81486420000147,47,29.685479272910108,1
21.14968079999744,59,25.517132074838155,1
15.300962400000572,49,17.948275298899713,1
34.99348380000083,48,29.939210864459614,1
130.91057910000018,48,29.89979474869224,1
29.831664399996953,55,27.495810885696578,1
161.80003769999894,53,27.612976804324006,1
157.01556150000033,50,30.538470155941376,1
40.91235249999954,51,18.08703720672859,1
226.74860720000288,48,30.601577743742816,1
223.51498920000085,53,25.81701416431512,1
52.81364029999895,50,17.761433289004074,1
109.26537490000192,47,29.41469185253432,1
23.869431899998744,57,23.845968868577557,1
62.976333700000396,50,30.296900500479158,1
22.62880220000079,58,25.51765050085592,1
27.956977700003335,56,27.66464350884665,1
65.35802859999967,51,28.565740060929464,1
31.17916409999816,53,17.946850117129372,1
61.74556589999702,46,24.68274445142265,1
35.19635040000139,49,29.73083137651745,1
129.70955049999975,46,30.512325064057894,1
340.63100789999953,38,32.614068140397805,1
52.91986030000044,53,29.02973533120102,1
151.09027770000102,54,26.95758618252368,1
279.2837851000004,45,31.2310337505502,1
99.51210889999857,48,30.25618164395432,1
31.323853099998814,52,27.872778030015244,1
94.91236449999997,54,28.03045745366456,1
96.15919399999984,50,24.537456328141175,1
69.40643220000129,55,29.08137964231349,1
44.19464929999958,46,19.007223051130108,1
167.73444150000068,51,29.357876773292073,1
43.28375869999945,55,27.381849486955172,1
14.592982199999824,58,14.4818121887744,1
25.50520200000028,49,19.68804092476918,1
23.16174730000057,54,28.1578318445672,1
194.30708159999995,48,29.840146290132534,1
64.25979050000024,44,30.96083644860533,1
40.27667260000089,48,28.796902618201024,1
45.31226460000107,55,26.90042547773593,1
197.46491790000073,50,30.007721200599274,1
215.63801469999817,49,28.459947753709596,1
296.19026809999923,44,31.863496654830715,1
46.106255700000474,53,27.91664650237361,1
68.26125880000109,52,30.14755977287381,1
20.53808189999836,54,16.544780627077934,1
