times_twostep,sizes_twostep,rsum_twostep,coverage_twostep
327.33489250000275,52,33.144754360278625,1
235.38633259999915,51,32.45883349440424,1
484.150112599993,49,30.89888907301821,1
143.3714253999933,48,30.396149728266877,1
114.43411970000307,47,30.347739138529608,1
344.51620849999017,47,33.540081150306435,1
1140.1902677999897,52,31.146922926793355,1
85.89349490001041,50,24.790732421233837,1
277.15669920000073,51,29.46191883899829,1
226.70991070001037,47,36.728996929286446,1
271.11447719999705,54,32.93335830656073,1
15.53330690000439,55,16.90836799678322,1
173.198200800005,56,31.215469471423983,1
207.4513033999974,50,29.1649344809328,1
576.1684742999932,55,31.017639217054167,1
484.41201439998986,58,31.798203494686057,1
486.3427973999933,51,35.474345304852626,1
341.65164549999463,53,30.890433239014484,1
484.21781570000167,51,32.68408799629095,1
210.42874009998923,50,31.87281688314727,1
38.750323600004776,50,27.596067500512664,1
207.66078419999394,57,23.96161828376286,1
513.1213781999977,52,30.62684267813825,1
235.32058379999944,50,32.84582471409043,1
207.1125131000008,46,35.13340134971641,1
726.5637522000034,50,35.96165527633264,1
419.70512349999626,52,30.614658084792794,1
116.89085779999732,50,31.132129203820732,1
259.5704287000117,52,31.839885304444646,1
195.34368910000194,48,28.022307553432945,1
159.8883150000038,53,33.91572119448194,1
424.8759985999932,50,34.58586082917947,1
309.7609131000063,51,36.73854864625343,1
528.8149114999978,45,35.484422239532456,1
288.9855466000008,48,36.46553767108285,1
108.85826069999894,53,25.046529270161834,1
261.90796700000647,55,30.907164599839415,1
545.8430241000024,56,30.8691253181273,1
212.95537910000712,43,32.95980502043823,1
387.8242556999903,54,31.809652556773383,1
469.2036239000008,54,33.178821390798895,1
164.953394199998,52,27.7784867229503,1
381.384257800004,51,31.987752420898293,1
25.060662700008834,53,28.38038401206321,1
396.49810389999766,52,33.96835880155311,1
320.24298180000915,57,32.81498532034783,1
509.1828219000017,52,31.45794380344447,1
269.7464209000027,49,33.84755618834479,1
283.4216851999954,49,31.23568809113463,1
160.42859949999547,56,25.609662996138884,1
92.57175640000787,54,26.98187481285457,1
124.81651350000175,47,36.14150998487259,1
7.7286935000011,50,15.490817705569011,1
520.9608560999914,53,31.111649968674108,1
418.0334254999907,52,31.256995606471165,1
60.680283000008785,52,31.83407508961868,1
502.9580813999928,56,29.770143470610922,1
288.36404790000233,53,31.374944003316983,1
233.43426560000808,56,33.38871290959811,1
149.12202609999804,55,25.707078051212132,1
257.523205400008,53,33.35194559361653,1
114.68903969999519,45,32.98206424526905,1
614.0320437000046,54,32.39755407966269,1
605.5962141999917,48,32.181294549844274,1
349.9683195999969,51,34.878010576661225,1
63.933256100004655,55,31.67722155360681,1
130.3069758000056,48,34.89957489147503,1
324.650484400001,52,32.90237752470781,1
175.60206829999515,58,23.730782711164846,1
142.80820829998993,50,34.57686651756189,1
772.811649700001,39,36.12017534794507,1
293.2781895999942,50,33.33003413977594,1
144.06694849999622,55,32.01579187539613,1
135.97981750000326,52,27.420865017920224,1
97.43558389999089,46,30.325999836682076,1
451.0832406000118,47,34.432305860704496,1
175.33799640000507,55,26.97442892493162,1
87.51124390000768,41,33.10735204532023,1
130.42571690000477,44,36.229033256030945,1
300.09799829999974,49,35.330452904111695,1
172.31514759999118,44,34.64672072485423,1
278.13597149999987,50,32.97129014690121,1
125.04876340000192,53,30.6686308836809,1
264.5578353999881,52,27.037225788783104,1
169.22857379999186,51,34.22032411688183,1
241.32530869999027,58,28.782810646369526,1
834.0772804000007,53,32.2056075918453,1
478.7939899000048,53,30.265830402490305,1
204.99461249999877,48,33.130936557019034,1
187.65193349999026,55,26.724168908924,1
264.0990801000007,54,29.701132866555653,1
131.8957592000079,54,33.853393512605024,1
12.262524900012068,57,15.997793688600094,1
367.1277414000069,46,34.95169839310288,1
221.49991900000896,52,29.65538842524969,1
172.88389969999844,55,24.879335082709535,1
487.07096149999416,51,34.23542053629754,1
460.0132612000016,53,28.35942252681952,1
613.6775904000096,51,34.86954402746233,1
866.1258216999995,56,30.91675063459353,1
145.23822559999826,50,31.010785913544318,1
58.01250650000293,54,25.80135188195851,1
50.555464099990786,54,27.78264004408275,1
48.48377659999824,57,26.555504257723182,1
30.439325300001656,54,27.86445642567637,1
50.367525900001056,57,27.2631941777712,1
246.64448679999623,52,23.66041991616884,1
168.96066240000073,56,28.22548409431553,1
300.79299329999776,50,26.80905013049995,1
198.70605759999307,47,30.26609549561157,1
36.79550280001422,59,25.264911495515225,1
33.82800629999838,49,26.07089664038126,1
86.21839520000503,48,29.936397350489095,1
253.8471603999933,48,30.6543575662059,1
62.33952369999315,55,28.677466860037214,1
288.22364650000236,53,27.60656401199496,1
275.44156769999245,50,30.229014923530105,1
162.4219986999815,51,24.471861009354104,1
385.12912500000675,48,30.775444794628548,1
363.8324574000144,53,26.02922399871215,1
278.30573190000723,50,25.941640010302212,1
219.94136749999598,47,29.94935001057294,1
50.89023710001493,57,25.638052970190763,1
113.04857210000046,50,30.023343555001674,1
52.21308549999958,58,26.44155739527133,1
49.10102309999638,56,27.65457900210394,1
143.79887449997477,51,29.5070161519191,1
7.990053799992893,53,13.243569568000035,1
133.48744699999224,46,27.140849962701623,1
74.84228449998773,49,29.72000580325735,1
284.8756657000049,46,30.29936236983012,1
453.72521720000077,38,32.61446841789804,1
109.21190860000206,53,28.911980639419188,1
315.9467450999946,54,27.62666365702713,1
416.4249808000168,45,31.234955918370087,1
172.40489519998664,48,30.19129436270285,1
61.615104199998314,52,28.411287573522205,1
159.62431579999975,54,28.475945723163612,1
162.6971227999893,50,26.411618784707432,1
126.89683789998526,55,29.082602728317067,1
164.4322039000108,46,26.46979000718755,1
284.3493585999822,51,29.357802599723897,1
70.58552659998531,55,27.386399057342036,1
57.902166399988346,58,20.62513537551744,1
68.82281579999835,49,25.540214247962297,1
36.16873830000986,54,28.15735940413407,1
340.1803452000022,48,29.822016480258785,1
111.90021920000436,44,30.774315128249228,1
67.36356550001074,48,28.79053123982962,1
79.84210280000116,55,26.82490178956876,1
334.99632519998704,50,29.381287285378466,1
365.4067301999894,49,28.10777247909553,1
512.1787814999989,44,31.67491176369294,1
51.76649959999486,53,25.779716114971365,1
144.7018883000128,52,29.975005270323823,1
101.23751279999851,54,23.58733896021441,1
