times_onestep,sizes_onestep,rsum_onestep,coverage_onestep
88.93545080000001,52,33.337682695685636,1
70.98597890000008,51,32.55180867346282,1
67.38183429999992,49,23.205780252479794,1
14.136300499999948,48,23.98732449548249,1
22.452724999999987,47,26.1876501889297,1
129.5468158,47,32.77476941013133,1
52.413164800000004,52,19.67746154687054,1
15.94119749999993,50,23.916661120563518,1
43.062317699999994,51,24.48959727640719,1
83.34394209999994,47,35.93717990768185,1
86.53751770000008,54,32.93175046434513,1
7.202562200000102,55,17.8406149048516,1
7.983060799999976,56,22.873725501225504,1
98.57597940000005,50,31.565738023645714,1
192.93417219999992,55,32.080423617586014,1
53.300000800000134,58,26.775702143084732,1
127.22935209999991,51,34.85363607810463,1
20.59355229999983,53,20.867825803210508,1
131.57411490000004,51,32.09607020690164,1
37.12982929999998,50,29.641392363915823,1
14.794293399999788,50,27.405146335685203,1
1.932621200000085,57,7.102991411843865,1
100.20649860000003,52,25.89239399509572,1
61.303549400000065,50,31.27339787213748,1
71.789761,46,34.628909657374635,1
259.0182069999996,50,35.9616509212463,1
26.77655589999995,52,22.428733583706144,1
12.607367500000237,50,23.904195815846244,1
69.10826369999995,52,31.257587613476076,1
18.89633210000011,48,21.038464174461616,1
28.222440000000006,53,30.547286910201514,1
156.89959550000003,50,34.63144329572189,1
102.70762560000003,51,36.73832399238577,1
194.92750979999983,45,35.484866891144115,1
96.64500700000008,48,36.45632706447601,1
7.893127499999991,53,16.83319748462927,1
21.1506545000002,55,22.891243620910444,1
17.112818699999934,56,17.155836206394348,1
19.70354899999984,43,24.156171314713674,1
82.89890319999995,54,31.330298026840087,1
139.13240610000003,54,30.22862758773369,1
3.1317629000000125,52,11.213938241107533,1
75.74473279999984,51,27.450768302310987,1
2.4359518999999636,53,13.36408801566538,1
108.90895080000018,52,33.48952546547946,1
8.828839300000254,57,19.298919984386508,1
85.75342890000002,52,27.275744628073323,1
80.83669779999991,49,33.637611093826834,1
42.8771428,49,26.337562251672807,1
4.64022309999973,56,13.79958788933956,1
3.131654499999968,54,12.099316127637604,1
48.45734850000008,47,36.360243005433546,1
23.686187399999653,50,28.10223642614199,1
115.48593779999965,53,29.490033435054844,1
150.36562470000035,52,31.072296433507486,1
7.750288999999611,52,25.51321509250703,1
100.49802290000025,56,27.684434347735635,1
86.68184650000057,53,30.51629859695312,1
9.933821700000408,56,24.18794072524455,1
5.8637079999998605,55,17.90623239618347,1
82.71758139999929,53,33.352942118284076,1
39.14480430000003,45,30.91586283286985,1
181.3972473999993,54,32.655348276896625,1
182.52571230000012,48,31.966837995246955,1
118.10793769999964,51,34.87796604335925,1
6.862186499999552,55,22.345778641109778,1
31.427306699999463,48,32.61741571730761,1
99.54051059999983,52,32.874847693350276,1
3.4657901999999012,58,12.446775258050735,1
8.464489199999662,50,27.305505360185588,1
338.78776410000046,39,36.1200764455162,1
86.78261289999955,50,32.875826522634775,1
37.98617009999998,55,29.82787667500293,1
3.785442100000182,52,13.199849815869786,1
4.588237200000549,46,19.817081957925602,1
162.44000179999966,47,34.44738781546779,1
3.86558100000002,55,12.976964730462136,1
13.091004199999588,41,29.443540290961174,1
44.167540200000076,44,36.41889870158056,1
90.7101201000005,49,35.364702858419584,1
59.858766899999864,44,34.877496117013344,1
59.99405639999986,50,30.818006316620128,1
19.664177199999358,53,26.017437187012543,1
4.135781099999804,52,12.177372663003622,1
32.18162719999964,51,32.20206999605499,1
13.423051499999929,58,20.109668339967264,1
160.56411329999992,53,29.39296678271091,1
136.2070537999998,53,28.27849710464222,1
56.12926239999979,48,33.13162363538573,1
4.553218100000777,55,14.574466590119705,1
5.512195500000416,54,14.010047405243867,1
24.168654299999616,54,31.54654930974481,1
4.487653600000158,57,15.595352065582807,1
91.9428398,46,33.92035917918402,1
20.8383002999999,52,24.593068974263748,1
2.9887699999999313,55,10.374770067103197,1
126.53350890000002,51,34.23779933499119,1
23.97032339999987,53,18.960576737044136,1
204.8789796000001,51,34.86952585215544,1
82.10464839999986,56,27.358490738751584,1
45.28077349999967,50,30.724242416175517,1
22.57913660000031,54,25.767812034947355,1
