times_onestep,sizes_onestep,rsum_onestep,coverage_onestep
18.208461700000043,54,27.782958968604095,1
14.6425935999996,57,26.635223357510867,1
11.720805900000414,54,27.864084954120436,1
16.29934929999945,57,25.89988902442841,1
4.188811099999839,52,10.452734150119472,1
44.908167100000355,56,28.2257707823746,1
89.67662720000044,50,25.55797699112473,1
51.00929730000007,47,27.021087127156505,1
10.183177500000056,59,25.255771957834302,1
2.983510899999601,49,13.904592360875395,1
19.92508700000053,48,29.936433285139014,1
48.089587200000096,48,28.532000329427795,1
14.68431949999922,55,26.42523821767179,1
74.7059808999993,53,26.798114759671098,1
81.49206439999944,50,27.259623396574195,1
4.431968400000187,51,14.214867654701571,1
122.93513489999987,48,28.679511149170196,1
2.6451771000001827,53,7.5703406025039754,1
3.8332743000000846,50,12.541114351585845,1
60.367477800000415,47,28.581106553823318,1
13.331119099999341,57,24.348892075413296,1
46.0056211000001,50,30.233400960070405,1
7.955492899999626,58,22.716071649218087,1
15.106669700000566,56,27.652861870896416,1
11.527538499999537,51,24.164124453075278,1
3.930278400000134,53,12.189114006359866,1
3.653475800000706,46,15.158032796388646,1
21.475429599999188,49,29.727857027480766,1
62.54497600000013,46,30.078366465357373,1
191.8071561000006,38,32.61490526899214,1
24.86283739999999,53,27.959318778331593,1
14.359224599999834,54,21.05617272638128,1
125.35629670000071,45,30.546722734258218,1
47.103499799999554,48,29.11072832481835,1
22.249312199999622,52,28.565591122242243,1
2.6756448000014643,54,8.547172449407789,1
14.283480199999758,50,21.273768054505197,1
47.13265699999829,55,29.083839437886773,1
4.220531999999366,46,15.289323243797257,1
78.10693259999971,51,28.801598392275107,1
27.342905800000153,55,27.389275914993146,1
15.364638799999739,58,20.335635164104424,1
4.108686599998691,49,15.447524255762437,1
13.821910200000275,54,28.15721256918258,1
151.73970829999962,48,29.814177191997445,1
31.332566699999006,44,30.956121272363678,1
22.72322770000028,48,28.790048251460966,1
9.360686600000918,55,20.81868769415109,1
102.09244310000031,50,28.877060099021687,1
106.85042590000012,49,27.962884827460066,1
157.3594518000009,44,28.984294812802602,1
5.790138500000467,53,18.84606119455317,1
37.255163099998754,52,29.959078359850146,1
4.107888399999865,54,13.02687951209953,1
