times_onestep,sizes_onestep,rsum_onestep,coverage_onestep
73.95022179999796,53,26.798114759671098,1
74.65925520000019,50,27.259623396574195,1
3.998681899996882,51,14.214867654701571,1
114.16851049999968,48,28.679511149170196,1
2.380669999998645,53,7.5703406025039754,1
3.4745770000008633,50,12.541114351585845,1
56.170491400000174,47,28.581106553823318,1
12.078634399993462,57,24.348892075413296,1
44.916567100000975,50,30.233400960070405,1
7.951977499993518,58,22.716071649218087,1
14.727854099997785,56,27.652861870896416,1
10.665558699998655,51,24.164124453075278,1
3.811672700001509,53,12.189114006359866,1
3.3406592999963323,46,15.158032796388646,1
20.448165800000424,49,29.727857027480766,1
58.95341490000283,46,30.078366465357373,1
179.6155601999999,38,32.61490526899214,1
23.49720399999933,53,27.959318778331593,1
13.020566200000758,54,21.05617272638128,1
119.18586910000158,45,30.546722734258218,1
44.23385080000298,48,29.11072832481835,1
20.721696799999336,52,28.565591122242243,1
2.3408801999976276,54,8.547172449407789,1
13.38794069999858,50,21.273768054505197,1
44.94855190000089,55,29.083839437886773,1
3.756720099998347,46,15.289323243797257,1
73.52196980000008,51,28.801598392275107,1
25.314248000002408,55,27.389275914993146,1
14.192395199999737,58,20.335635164104424,1
3.9326757000017096,49,15.447524255762437,1
13.150313899997855,54,28.15721256918258,1
145.0134040999983,48,29.814177191997445,1
30.39130920000025,44,30.956121272363678,1
21.499988700001268,48,28.790048251460966,1
8.707949600000575,55,20.81868769415109,1
96.1472963999986,50,28.877060099021687,1
100.02749070000573,49,27.962884827460066,1
147.61213499999576,44,28.984294812802602,1
5.095268999997643,53,18.84606119455317,1
34.42577889999666,52,29.959078359850146,1
3.3712603000021772,54,13.02687951209953,1
