times_onestep,sizes_onestep,rsum_onestep,coverage_onestep
91.20769090000249,52,33.337682695685636,1
68.9413038000057,51,32.55180867346282,1
68.12774970001192,49,23.205780252479794,1
13.406113899996853,48,23.98732449548249,1
19.43595590000041,47,26.1876501889297,1
131.38603270000021,47,32.77476941013133,1
51.314907899999525,52,19.67746154687054,1
15.007552900002338,50,23.916661120563518,1
41.69029210000008,51,24.48959727640719,1
84.39758970000548,47,35.93717990768185,1
86.49491110000235,54,32.93175046434513,1
7.252129200001946,55,17.8406149048516,1
7.90008590000798,56,22.873725501225504,1
98.84114220000629,50,31.565738023645714,1
206.0963061999937,55,32.080423617586014,1
55.335349400003906,58,26.775702143084732,1
133.08642099999997,51,34.85363607810463,1
21.36757220000436,53,20.867825803210508,1
135.11617389999446,51,32.09607020690164,1
37.68404989999544,50,29.641392363915823,1
16.684706799991545,50,27.405146335685203,1
1.8804805999970995,57,7.102991411843865,1
102.17283389999648,52,25.89239399509572,1
62.95972909999546,50,31.27339787213748,1
76.738348400002,46,34.628909657374635,1
273.5133241000003,50,35.9616509212463,1
27.251999600004638,52,22.428733583706144,1
16.902698599995347,50,23.904195815846244,1
76.96785220000311,52,31.257587613476076,1
18.73317500000121,48,21.038464174461616,1
28.10084650000499,53,30.547286910201514,1
154.60330869999598,50,34.63144329572189,1
102.34855989999778,51,36.73832399238577,1
200.3256218000024,45,35.484866891144115,1
97.66693200000736,48,36.45632706447601,1
8.051717299997108,53,16.83319748462927,1
20.25513890000002,55,22.891243620910444,1
16.544985200001975,56,17.155836206394348,1
18.866214699999546,43,24.156171314713674,1
85.57134130000486,54,31.330298026840087,1
138.44967590000306,54,30.22862758773369,1
3.3848296999931335,52,11.213938241107533,1
74.42914670000027,51,27.450768302310987,1
2.261595200005104,53,13.36408801566538,1
110.90032639999117,52,33.48952546547946,1
9.3040411999973,57,19.298919984386508,1
88.09480330000224,52,27.275744628073323,1
83.7977463999996,49,33.637611093826834,1
43.450696300002164,49,26.337562251672807,1
4.861559099997976,56,13.79958788933956,1
3.0731747999961954,54,12.099316127637604,1
47.01962330000242,47,36.360243005433546,1
23.82716660000733,50,28.10223642614199,1
116.54043019999517,53,29.490033435054844,1
150.32427219999954,52,31.072296433507486,1
7.5342244999919785,52,25.51321509250703,1
98.82166240000515,56,27.684434347735635,1
83.7588082000002,53,30.51629859695312,1
9.066855800003395,56,24.18794072524455,1
5.728140300008818,55,17.90623239618347,1
79.88059840000642,53,33.352942118284076,1
40.201528700010385,45,30.91586283286985,1
180.6539630000043,54,32.655348276896625,1
188.0556629000057,48,31.966837995246955,1
121.488357299997,51,34.87796604335925,1
9.095362499996554,55,22.345778641109778,1
33.01944550000189,48,32.61741571730761,1
105.49560170000768,52,32.874847693350276,1
3.388108099999954,58,12.446775258050735,1
9.062885799998185,50,27.305505360185588,1
352.39974520000396,39,36.1200764455162,1
88.86073580000084,50,32.875826522634775,1
39.87903740000911,55,29.82787667500293,1
3.650379900005646,52,13.199849815869786,1
4.707274800006417,46,19.817081957925602,1
169.60778779999237,47,34.44738781546779,1
3.757345499994699,55,12.976964730462136,1
13.593344099994283,41,29.443540290961174,1
45.61558260000311,44,36.41889870158056,1
94.53087610000512,49,35.364702858419584,1
62.32602239999687,44,34.877496117013344,1
61.31240609999804,50,30.818006316620128,1
19.684558399996604,53,26.017437187012543,1
3.9458412999956636,52,12.177372663003622,1
32.915538600005675,51,32.20206999605499,1
14.563137700009975,58,20.109668339967264,1
165.41718800000672,53,29.39296678271091,1
139.68986949999817,53,28.27849710464222,1
57.40994730000966,48,33.13162363538573,1
4.28353299999435,55,14.574466590119705,1
4.748307400004705,54,14.010047405243867,1
24.402818300004583,54,31.54654930974481,1
4.276094600005308,57,15.595352065582807,1
92.38686859999143,46,33.92035917918402,1
21.813872500002617,52,24.593068974263748,1
2.8955390000046464,55,10.374770067103197,1
128.23155690000567,51,34.23779933499119,1
25.064563799998723,53,18.960576737044136,1
206.00405879999744,51,34.86952585215544,1
79.95992920000572,56,27.358490738751584,1
43.64177669999481,50,30.724242416175517,1
22.042260499991244,54,25.767812034947355,1
16.86688359999971,54,27.782958968604095,1
14.688713899988215,57,26.635223357510867,1
11.88033080000605,54,27.864084954120436,1
16.69963319999806,57,25.89988902442841,1
3.931646599987289,52,10.452734150119472,1
45.94398050000018,56,28.2257707823746,1
89.1458561999898,50,25.55797699112473,1
49.882422900001984,47,27.021087127156505,1
9.150157700001728,59,25.255771957834302,1
2.666990600002464,49,13.904592360875395,1
19.915877399995225,48,29.936433285139014,1
48.00323339999886,48,28.532000329427795,1
14.195867999995244,55,26.42523821767179,1
75.84597080000094,53,26.798114759671098,1
77.2409689000051,50,27.259623396574195,1
