times_onestep,times_twostep,feature_sizes_onestep,feature_sizes_twostep,rsum_onestep,rsum_twostep,coverage_onestep,coverage_twostep,time_relative_%,sizes_relative_%,rsum_relative_%,coverage_relative_%
0.023564000002807006,0.020428499999979977,2,2,2.907601187582525,2.949866309128905,16,26,-13.306314727777629,0.0,1.4536079338143424,62.5
0.01615969999693334,0.019734599998628255,2,2,3.310776927870013,3.310776927870013,44,45,22.122316641851828,0.0,0.0,2.272727272727273
0.013202800000726711,0.015469899997697212,1,1,3.319313637590415,3.319313637590415,40,40,17.17135756692304,0.0,0.0,0.0
0.017356100004690234,0.021529899997403845,2,2,3.310776927870013,3.3107769278700134,45,46,24.048029174674625,0.0,1.3413444020094922e-14,2.2222222222222223
0.015804800001205876,0.01935379999486031,2,2,2.944637664124585,2.948604507434835,25,26,22.45520344062343,0.0,0.13471414016669925,4.0
0.013359199998376425,0.01566859999729786,1,1,3.310776927870013,3.310776927870013,39,39,17.286963285242397,0.0,0.0,0.0
0.016008400001737755,0.021349099995859433,2,2,2.876981956131037,2.9369328145955502,10,22,33.36185998314591,0.0,2.083810721744508,120.0
0.014764100000320468,0.015122500000870787,1,1,3.310776927870013,3.310776927870013,39,39,2.42750997719156,0.0,0.0,0.0
0.013486200004990678,0.016086100004031323,1,1,3.310776927870013,3.310776927870013,39,39,19.278225134422822,0.0,0.0,0.0
0.0156490000008489,0.019058899997617118,2,2,3.135478133745625,3.1595687551417413,44,47,21.78989070600833,0.0,0.7683236931822576,6.8181818181818175
0.016056499996921048,0.01718309999705525,1,1,3.310776927870013,3.310776927870013,28,28,7.016473081619515,0.0,0.0,0.0
0.015080699995451141,0.015044600004330277,1,1,3.310776927870013,3.310776927870013,39,39,-0.23937874987071361,0.0,0.0,0.0
0.014473199997155461,0.01555240000016056,1,1,3.310776927870013,3.310776927870013,39,39,7.4565403864881485,0.0,0.0,0.0
0.018052400002488866,0.02496909999899799,3,3,3.029129158493222,3.059514688880437,33,38,38.314573106930524,0.0,1.0031110856405352,15.151515151515152
0.015160700000706129,0.015499200002523139,1,1,3.310776927870013,3.310776927870013,39,39,2.232746520947214,0.0,0.0,0.0
0.013725799995881971,0.015132100001210347,1,1,3.310776927870013,3.310776927870013,39,39,10.245668782513919,0.0,0.0,0.0
0.01551820000167936,0.01966109999921173,2,2,2.8243587420310075,2.8780238183118816,1,11,26.697039586318184,0.0,1.900080024617672,1000.0
0.01706640000338666,0.021191500003624242,2,2,3.059260557833168,3.0639791447746223,37,36,24.17088547918128,0.0,0.15423945925012075,-2.7027027027027026
0.015120800002478063,0.019388600005186163,2,2,3.007037478526334,3.0401641033166635,34,35,28.224697119257407,0.0,1.101636578422824,2.941176470588235
0.01327339999988908,0.01527870000427356,1,1,3.310776927870013,3.310776927870013,39,39,15.10765896003464,0.0,0.0,0.0
0.01532039999437984,0.02081779999571154,2,2,3.0107497193301125,3.0429711638410226,35,35,35.88287514260968,0.0,1.0702133194279384,0.0
0.017402299999957904,0.019330099996295758,2,2,3.1441219282515314,3.149828680147778,46,46,11.077846010829125,0.0,0.18150542588595323,0.0
0.01333159999921918,0.015381399993202649,1,1,3.310776927870013,3.310776927870013,28,28,15.37549877061662,0.0,0.0,0.0
0.013081199998850934,0.01614799999515526,1,1,3.310776927870013,3.310776927870013,39,39,23.444332298059173,0.0,0.0,0.0
0.015428300001076423,0.017574099998455495,1,1,3.310776927870013,3.310776927870013,28,28,13.908207626435582,0.0,0.0,0.0
0.01731149999977788,0.02338169999711681,3,3,3.1116808965360985,3.138347404061511,42,41,35.06455245020257,0.0,0.8569807898713975,-2.380952380952381
0.013364899998123292,0.015282799999113195,1,1,3.310776927870013,3.310776927870013,39,39,14.350275731649436,0.0,0.0,0.0
0.015531799996097106,0.019638300000224262,2,2,2.8997715143554217,2.966816199978531,18,31,26.43930520067895,0.0,2.3120678746998653,72.22222222222221
0.017777100001694635,0.021550600002228748,2,2,3.184089119503187,3.1914643474732642,45,44,21.22674677070162,0.0,0.23162756107869006,-2.2222222222222223
0.015449300000909716,0.019337099998665508,2,2,2.818785468270491,2.818785468270491,1,1,25.164894186318232,0.0,0.0,0.0
0.015834300000278745,0.01938489999884041,2,2,2.848455027441255,2.8523730597823995,6,7,22.42347308374327,0.0,0.13754938390809193,16.666666666666664
0.01527170000190381,0.016930700003285892,1,1,3.310776927870013,3.310776927870013,28,28,10.863230689283233,0.0,0.0,0.0
0.012820500000088941,0.015084899998328183,1,1,3.310776927870013,3.310776927870013,39,39,17.662337648481202,0.0,0.0,0.0
0.013360500000999309,0.015497300002607517,1,1,3.310776927870013,3.310776927870013,39,39,15.993413430997224,0.0,0.0,0.0
0.01538280000386294,0.020048999998834915,2,2,2.894740903791961,2.936622245369683,15,22,30.333879357465456,0.0,1.446807951718918,46.666666666666664
0.019447099999524653,0.025009299999510404,3,3,3.119059987018074,3.1308470438179814,43,41,28.60169382644049,0.0,0.37790413935501954,-4.651162790697675
0.012802299999748357,0.015620699996361509,1,1,3.310776927870013,3.310776927870013,28,28,22.014794190641922,0.0,0.0,0.0
0.013071300003502984,0.015331599999626633,1,1,3.310776927870013,3.310776927870013,39,39,17.29208262007536,0.0,0.0,0.0
0.015803399997821543,0.021005199996579904,2,2,3.1020662495359916,3.1290525231406665,43,42,32.915701681128205,0.0,0.8699451086420701,-2.3255813953488373
0.017373200003930833,0.019250699995609466,2,2,2.929000530052819,2.9656155069807175,22,27,10.80687490648719,0.0,1.2500843394261334,22.727272727272727
