coverage_anchors,coverage_twostep,coverage_relative_%
34,33,-2.941176470588235
49,40,-18.367346938775512
50,42,-16.0
75,38,-49.333333333333336
52,31,-40.38461538461539
48,27,-43.75
45,30,-33.33333333333333
90,28,-68.88888888888889
49,31,-36.734693877551024
24,36,50.0
25,34,36.0
48,24,-50.0
89,36,-59.55056179775281
63,35,-44.44444444444444
52,32,-38.46153846153847
52,27,-48.07692307692308
51,30,-41.17647058823529
25,28,12.0
62,29,-53.2258064516129
53,37,-30.18867924528302
79,29,-63.29113924050633
35,22,-37.142857142857146
52,31,-40.38461538461539
41,38,-7.317073170731707
34,33,-2.941176470588235
54,30,-44.44444444444444
23,40,73.91304347826086
46,35,-23.91304347826087
51,38,-25.49019607843137
50,23,-54.0
48,31,-35.41666666666667
60,41,-31.666666666666664
47,32,-31.914893617021278
94,39,-58.51063829787234
54,30,-44.44444444444444
31,36,16.129032258064516
55,36,-34.54545454545455
49,30,-38.775510204081634
60,38,-36.666666666666664
49,32,-34.69387755102041
30,30,0.0
51,25,-50.98039215686274
58,39,-32.758620689655174
46,22,-52.17391304347826
25,33,32.0
53,28,-47.16981132075472
59,34,-42.3728813559322
48,33,-31.25
89,34,-61.79775280898876
27,28,3.7037037037037033
26,27,3.8461538461538463
58,36,-37.93103448275862
48,31,-35.41666666666667
58,32,-44.827586206896555
42,36,-14.285714285714285
48,33,-31.25
51,30,-41.17647058823529
76,31,-59.210526315789465
55,29,-47.27272727272727
93,44,-52.68817204301075
50,28,-44.0
14,35,150.0
49,28,-42.857142857142854
50,38,-24.0
55,23,-58.18181818181818
57,32,-43.859649122807014
45,33,-26.666666666666668
73,30,-58.9041095890411
53,35,-33.9622641509434
53,37,-30.18867924528302
60,33,-45.0
45,30,-33.33333333333333
49,29,-40.816326530612244
54,30,-44.44444444444444
37,28,-24.324324324324326
55,24,-56.36363636363636
48,32,-33.33333333333333
49,31,-36.734693877551024
49,36,-26.53061224489796
45,30,-33.33333333333333
14,31,121.42857142857142
9,37,311.11111111111114
45,38,-15.555555555555555
50,25,-50.0
41,42,2.4390243902439024
12,31,158.33333333333331
24,31,29.166666666666668
27,31,14.814814814814813
50,39,-22.0
30,38,26.666666666666668
79,27,-65.82278481012658
52,32,-38.46153846153847
54,26,-51.85185185185185
8,38,375.0
24,31,29.166666666666668
79,23,-70.88607594936708
44,32,-27.27272727272727
86,29,-66.27906976744185
87,10,-88.50574712643679
52,32,-38.46153846153847
46,29,-36.95652173913043
45,31,-31.11111111111111
89,33,-62.92134831460674
43,29,-32.55813953488372
17,30,76.47058823529412
77,38,-50.649350649350644
51,33,-35.294117647058826
80,34,-57.49999999999999
51,33,-35.294117647058826
73,36,-50.68493150684932
56,34,-39.285714285714285
49,35,-28.57142857142857
46,34,-26.08695652173913
39,37,-5.128205128205128
87,32,-63.2183908045977
57,19,-66.66666666666666
54,39,-27.77777777777778
59,31,-47.45762711864407
47,32,-31.914893617021278
71,26,-63.38028169014085
60,30,-50.0
47,34,-27.659574468085108
58,32,-44.827586206896555
31,36,16.129032258064516
7,30,328.57142857142856
77,17,-77.92207792207793
48,34,-29.166666666666668
49,30,-38.775510204081634
14,28,100.0
49,33,-32.6530612244898
50,36,-28.000000000000004
51,44,-13.725490196078432
92,40,-56.52173913043478
46,26,-43.47826086956522
46,32,-30.434782608695656
11,27,145.45454545454547
26,37,42.30769230769231
45,26,-42.22222222222222
48,32,-33.33333333333333
48,36,-25.0
52,36,-30.76923076923077
52,30,-42.30769230769231
44,31,-29.545454545454547
69,31,-55.072463768115945
29,27,-6.896551724137931
61,37,-39.34426229508197
54,30,-44.44444444444444
79,33,-58.22784810126582
54,43,-20.37037037037037
50,35,-30.0
72,40,-44.44444444444444
16,31,93.75
51,37,-27.450980392156865
95,25,-73.68421052631578
49,33,-32.6530612244898
51,28,-45.09803921568628
49,39,-20.408163265306122
78,37,-52.56410256410257
49,31,-36.734693877551024
73,34,-53.42465753424658
51,22,-56.86274509803921
21,33,57.14285714285714
28,30,7.142857142857142
54,25,-53.70370370370371
85,40,-52.94117647058824
51,34,-33.33333333333333
16,37,131.25
30,37,23.333333333333332
56,29,-48.214285714285715
58,37,-36.206896551724135
44,15,-65.9090909090909
52,31,-40.38461538461539
55,26,-52.72727272727272
57,26,-54.385964912280706
76,30,-60.526315789473685
88,27,-69.31818181818183
56,40,-28.57142857142857
16,33,106.25
51,33,-35.294117647058826
48,28,-41.66666666666667
50,32,-36.0
73,34,-53.42465753424658
53,33,-37.735849056603776
96,28,-70.83333333333334
2,1,-50.0
23,26,13.043478260869565
55,34,-38.18181818181819
